field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
opioidusebslndrug3quanta,opioid_use_baseline_v10_opioid_use_i,,text,"6.3 Over the past week, how many pills did you take per day on average?",,,integer,,,,"[opioidusebsln_meddosehydroc3] = '1' or [opioidusebsln_meddosehydroc3] = '2' or [opioidusebsln_meddosehydroc3] = '3' or [opioidusebsln_meddoseoxy3] = '2' or [opioidusebsln_meddoseoxy3] = '3' or [opioidusebsln_meddoseoxy3] = '4' or [opioidusebsln_meddoseoxy3] = '5' or [opioidusebsln_meddoseoxy3] = '8' or [opioidusebsln_meddoseoxy3] = '9' or [opioidusebsln_meddoseoxy3] = '10' or [opioidusebsln_meddoseoxy3] = '11' or [opioidusebsln_meddoseoxy3] = '12' or [opioidusebsln_meddoseoxy3] = '13' or [opioidusebsln_meddoseoxy3] = '16' or [opioidusebsln_meddoseoxy3] = '17' or [opioidusebsln_meddoseoxy3] = '18' or [opioidusebsln_meddoseoxy3] = '19' or [opioidusebsln_meddoseoxy3] = '20' or [opioidusebsln_meddoseoxy3] = '21' or [opioidusebsln_meddoseoxy3] = '22' or [opioidusebsln_meddosecodeine3] = '1' or [opioidusebsln_meddosecodeine3] = '2' or [opioidusebsln_meddosecodeine3] = '3' or [opioidusebsln_meddosecodeine3] = '5' or [opioidusebsln_meddosecodeine3] = '6' or [opioidusebsln_meddosetram3] <> """" or [opioidusebsln_meddosehydrom3] = '1' or [opioidusebsln_meddosehydrom3] = '2' or [opioidusebsln_meddosehydrom3] = '3' or [opioidusebsln_meddosehydrom3] = '4' or [opioidusebsln_meddosehydrom3] = '5' or [opioidusebsln_meddosehydrom3] = '6' or [opioidusebsln_meddosemorph3] = '2' or [opioidusebsln_meddosemorph3] = '3' or [opioidusebsln_meddosemorph3] = '6' or [opioidusebsln_meddosemorph3] = '7' or [opioidusebsln_meddosemorph3] = '8' or [opioidusebsln_meddosemorph3] = '9' or [opioidusebsln_meddosemorph3] = '10' or [opioidusebsln_meddosetapen3] = '2' or [opioidusebsln_meddosetapen3] = '3' or [opioidusebsln_meddosetapen3] = '4' or [opioidusebsln_meddosetapen3] = '7' or [opioidusebsln_meddosetapen3] = '8' or [opioidusebsln_meddosetapen3] = '9' or [opioidusebsln_meddosetapen3] = '10' or [opioidusebsln_meddosetapen3] = '11' or [opioidusebsln_meddosemetha3] = '1' or [opioidusebsln_meddosemetha3] = '2'",,,,,,
opioidusebslndrug3quantb,opioid_use_baseline_v10_opioid_use_i,,text,"6.3 Over the past week, how many teaspoons (1 teaspoon = 5 mL) did you take per day on average?",,,integer,,,,"[opioidusebsln_meddosehydroc3] = '4' or [opioidusebsln_meddoseoxy3] = '24' or [opioidusebsln_meddosecodeine3] = '4' or [opioidusebsln_meddosehydrom3] = '7' or [opioidusebsln_meddosemorph3] = '12' or [opioidusebsln_meddosemetha3] = '3'",,,,,,
opioidusebslndrug3quantc,opioid_use_baseline_v10_opioid_use_i,,text,"6.3 Over the past week, how many patches did you apply?",,,integer,,,,"[opioidusebsln_meddosefenta3] = '1' or [opioidusebsln_meddosefenta3] = '2' or [opioidusebsln_meddosefenta3] = '3' or [opioidusebsln_meddosefenta3] = '4' or [opioidusebsln_meddosefenta3] = '5'",,,,,,
opioidusebslnotherdrug3nm,opioid_use_baseline_v10_opioid_use_i,,text,"4.3.a The name of other opioid medication",,,,,,,"[opioidusebslndrug3nm] = '10'",,,,,,
opioidusebslndose_oth3,opioid_use_baseline_v10_opioid_use_i,,text,"4.3.b The dose of other opioid medication",,,,,,,"[opioidusebslndrug3nm] = '10'",,,,,,
opioidusebslndrtnopd,opioid_use_baseline_v10_opioid_use_i,,radio,"8. How long have you been taking any kind of opioid medication regularly (daily or most days)?","1, Within the last 3 months | 2, 3 months-1 year | 3, >1year",,,,,,"[opioidusebslnopds] = '1'",,,,,,
opioiduseafuopds,opioid_use_acute_followup_v10_opioid_use_ii,,radio,"1. Are you currently taking opioids daily or most days? 
Examples of opioid medications include hydrocodone (Norco, Vicodin), oxycodone (Percocet), tapentadol (Nucynta), morphine, tramadol, codeine.","0, No | 1, Yes",,,,,,,,RH,,,,
opioiduseafu_dt_1,opioid_use_acute_followup_v10_opioid_use_ii,,descriptive,"Medication #1",,,,,,,"[opioiduseafuopds] = '1'",,,,,,
opioiduseafudrug1nm,opioid_use_acute_followup_v10_opioid_use_ii,,radio,"2. What is the name of the opioid medication?","1, Hydrocodone (Vicodin, Norco) | 2, Oxycodone (Percocet, Oxycontin) | 3, Codeine (Tylenol 3, Tylenol 4) | 4, Tramadol (Ultram, Ultracet) | 5, Hydromorphone (Dilaudid) | 6, Morphine (MS Contin, MS IR) | 7, Tapentadol (Nucynta) | 8, Methadone | 9, Fentanyl (Duragesic) | 10, Other",,,,,,"[opioiduseafuopds] = '1'",,,,,,
opioiduseafu_meddosehydroc1,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3. What is the dose of your Hydrocodone (Vicodin, Norco)?
","1, Tablets with acetaminophen - 5mg / 325mg | 2, Tablets with acetaminophen - 7.5mg / 325mg | 3, Tablets with acetaminophen - 10mg / 325mg | 4, Liquid - 7.5mg/500mg per 15ml",,,,,,"[opioiduseafudrug1nm] = '1'",,,,,,
opioiduseafu_meddoseoxy1,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3. What is the dose of your Oxycodone (Percocet, Oxycontin)?
","1, Tablets with acetaminophen | 2, - 2.5mg / 325mg | 3, - 5mg / 325mg | 4, - 7.5mg / 325mg | 5, - 10mg / 325mg | 6, ------------------------ | 7, Tablets immediate release | 8, - 5mg | 9, - 7.5mg | 10, - 10mg | 11, - 15mg | 12, - 20mg | 13, - 30mg | 14, ------------------------ | 15, Tablets extended release | 16, - 10mg | 17, - 15mg | 18, - 20mg | 19, - 30mg | 20, - 40mg | 21, - 60mg | 22, - 80mg | 23, ------------------------- | 24, Liquid - 5mg / 5ml",,,,,,"[opioiduseafudrug1nm] = '2'",,,,,,
opioiduseafu_meddosecodeine1,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3. What is the dose of your Codeine (Tylenol 3, Tylenol 4)?
","1, Tablets with acetaminophen - 15mg / 300mg | 2, Tablets with acetaminophen - 30mg / 300mg | 3, Tablets with acetaminophen - 60mg / 300mg | 4, Liquid - 12mg / 120mg per 5ml | 5, Tylenol 3 | 6, Tylenol 4",,,,,,"[opioiduseafudrug1nm] = '3'",,,,,,
opioiduseafu_meddosetram1,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3. What is the dose of your Tramadol (Ultram, Ultracet)?
","1, 50mg | 2, 100mg | 3, 150mg | 4, 200mg | 5, 300mg",,,,,,"[opioiduseafudrug1nm] = '4'",,,,,,
opioiduseafu_meddosehydrom1,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3. What is the dose of your Hydromorphone (Dilaudid)?
","1, Tablets immediate release - 2mg | 2, Tablets immediate release - 4mg | 3, Tablets immediate release - 8mg | 4, Tablets immediate release - 12mg | 5, Tablets immediate release - 16mg | 6, Tablets immediate release - 32mg | 7, Liquid - 5mg / 5ml",,,,,,"[opioiduseafudrug1nm] = '5'",,,,,,
opioiduseafu_meddosemorph1,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3. What is the dose of your Morphine (MS Contin, MS IR)?
","1, Tablets immediate release | 2, - 15mg | 3, - 30mg | 4, ------------------------------------- | 5, Tablets extended release | 6, - 15mg | 7, - 30mg | 8, - 60mg | 9, - 100mg | 10, - 200mg | 11, ------------------------------- | 12, Liquid - 10mg / 5ml",,,,,,"[opioiduseafudrug1nm] = '6'",,,,,,
opioiduseafu_meddosetapen1,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3. What is the dose of your Tapentadol (Nucynta)?
","1, Tablets immediate release | 2, - 50mg | 3, - 75mg | 4, - 100mg | 5, -------------------------------------- | 6, Tablets extended release | 7, - 50mg | 8, - 100mg | 9, - 150mg | 10, - 200mg | 11, - 250mg",,,,,,"[opioiduseafudrug1nm] = '7'",,,,,,
opioiduseafu_meddosemetha1,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3. What is the dose of your Methadone?
","1, Tablets - 5mg | 2, Tablets - 10mg | 3, Liquid - 10mg/ml",,,,,,"[opioiduseafudrug1nm] = '8'",,,,,,
opioiduseafu_meddosefenta1,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3. What is the dose of your Fentanyl (Duragesic)?
","1, Patch - 12mcg | 2, Patch - 25mcg | 3, Patch - 50mcg | 4, Patch - 75mcg | 5, Patch - 100mcg",,,,,,"[opioiduseafudrug1nm] = '9'",,,,,,
opioiduseafudrug1quanta,opioid_use_acute_followup_v10_opioid_use_ii,,text,"4. Over the past week, how many pills did you take in total?",,,integer,,,,"[opioiduseafu_meddosehydroc1] = '1' or [opioiduseafu_meddosehydroc1] = '2' or [opioiduseafu_meddosehydroc1] = '3' or [opioiduseafu_meddoseoxy1] = '2' or [opioiduseafu_meddoseoxy1] = '3' or [opioiduseafu_meddoseoxy1] = '4' or [opioiduseafu_meddoseoxy1] = '5' or [opioiduseafu_meddoseoxy1] = '8' or [opioiduseafu_meddoseoxy1] = '9' or [opioiduseafu_meddoseoxy1] = '10' or [opioiduseafu_meddoseoxy1] = '11' or [opioiduseafu_meddoseoxy1] = '12' or [opioiduseafu_meddoseoxy1] = '13' or [opioiduseafu_meddoseoxy1] = '16' or [opioiduseafu_meddoseoxy1] = '17' or [opioiduseafu_meddoseoxy1] = '18' or [opioiduseafu_meddoseoxy1] = '19' or [opioiduseafu_meddoseoxy1] = '20' or [opioiduseafu_meddoseoxy1] = '21' or [opioiduseafu_meddoseoxy1] = '22' or [opioiduseafu_meddosecodeine1] = '1' or [opioiduseafu_meddosecodeine1] = '2' or [opioiduseafu_meddosecodeine1] = '3' or [opioiduseafu_meddosecodeine1] = '5' or [opioiduseafu_meddosecodeine1] = '6' or [opioiduseafu_meddosetram1] <> """" or [opioiduseafu_meddosehydrom1] = '1' or [opioiduseafu_meddosehydrom1] = '2' or [opioiduseafu_meddosehydrom1] = '3' or [opioiduseafu_meddosehydrom1] = '4' or [opioiduseafu_meddosehydrom1] = '5' or [opioiduseafu_meddosehydrom1] = '6' or [opioiduseafu_meddosemorph1] = '2' or [opioiduseafu_meddosemorph1] = '3' or [opioiduseafu_meddosemorph1] = '6' or [opioiduseafu_meddosemorph1] = '7' or [opioiduseafu_meddosemorph1] = '8' or [opioiduseafu_meddosemorph1] = '9' or [opioiduseafu_meddosemorph1] = '10' or [opioiduseafu_meddosetapen1] = '2' or [opioiduseafu_meddosetapen1] = '3' or [opioiduseafu_meddosetapen1] = '4' or [opioiduseafu_meddosetapen1] = '7' or [opioiduseafu_meddosetapen1] = '8' or [opioiduseafu_meddosetapen1] = '9' or [opioiduseafu_meddosetapen1] = '10' or [opioiduseafu_meddosetapen1] = '11' or [opioiduseafu_meddosemetha1] = '1' or [opioiduseafu_meddosemetha1] = '2'",,,,,,
opioiduseafudrug1quantb,opioid_use_acute_followup_v10_opioid_use_ii,,text,"4. Over the past week, how many teaspoons (1 teaspoon = 5 mL) did you take in total?",,,integer,,,,"[opioiduseafu_meddosehydroc1] = '4' or [opioiduseafu_meddoseoxy1] = '24' or [opioiduseafu_meddosecodeine1] = '4' or [opioiduseafu_meddosehydrom1] = '7' or [opioiduseafu_meddosemorph1] = '12' or [opioiduseafu_meddosemetha1] = '3'",,,,,,
opioiduseafudrug1quantc,opioid_use_acute_followup_v10_opioid_use_ii,,text,"4. Over the past week, how many patches did you apply?",,,integer,,,,"[opioiduseafu_meddosefenta1] = '1' or [opioiduseafu_meddosefenta1] = '2' or [opioiduseafu_meddosefenta1] = '3' or [opioiduseafu_meddosefenta1] = '4' or [opioiduseafu_meddosefenta1] = '5'",,,,,,
opioiduseafuotherdrug1nm,opioid_use_acute_followup_v10_opioid_use_ii,,text,"2.1.a The name of other opioid medication",,,,,,,"[opioiduseafudrug1nm] = '10'",,,,,,
opioiduseafudose_oth1,opioid_use_acute_followup_v10_opioid_use_ii,,text,"2.1.b The dose of other opioid medication",,,,,,,"[opioiduseafudrug1nm] = '10'",,,,,,
opioiduseafud1other,opioid_use_acute_followup_v10_opioid_use_ii,,radio,"5. Are you currently taking other opioid pain medications?","1, Yes | 0, No",,,,,,"[opioiduseafudrug1nm] <> """"",,RH,,,,
opioiduseafu_dt_2,opioid_use_acute_followup_v10_opioid_use_ii,,descriptive,"Medication #2",,,,,,,"[opioiduseafud1other] = '1'",,,,,,
opioiduseafudrug2nm,opioid_use_acute_followup_v10_opioid_use_ii,,radio,"2.2 What is the name of the opioid medication?","1, Hydrocodone (Vicodin, Norco) | 2, Oxycodone (Percocet, Oxycontin) | 3, Codeine (Tylenol 3, Tylenol 4) | 4, Tramadol (Ultram, Ultracet) | 5, Hydromorphone (Dilaudid) | 6, Morphine (MS Contin, MS IR) | 7, Tapentadol (Nucynta) | 8, Methadone | 9, Fentanyl (Duragesic) | 10, Other",,,,,,"[opioiduseafud1other] = '1'",,,,,,
opioiduseafu_meddosehydroc2,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.2 What is the dose of your Hydrocodone (Vicodin, Norco)?
","1, Tablets with acetaminophen - 5mg / 325mg | 2, Tablets with acetaminophen - 7.5mg / 325mg | 3, Tablets with acetaminophen - 10mg / 325mg | 4, Liquid - 7.5mg/500mg per 15ml",,,,,,"[opioiduseafudrug2nm] = '1'",,,,,,
opioiduseafu_meddoseoxy2,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.2 What is the dose of your Oxycodone (Percocet, Oxycontin)?
","1, Tablets with acetaminophen | 2, - 2.5mg / 325mg | 3, - 5mg / 325mg | 4, - 7.5mg / 325mg | 5, - 10mg / 325mg | 6, ------------------------ | 7, Tablets immediate release | 8, - 5mg | 9, - 7.5mg | 10, - 10mg | 11, - 15mg | 12, - 20mg | 13, - 30mg | 14, ------------------------ | 15, Tablets extended release | 16, - 10mg | 17, - 15mg | 18, - 20mg | 19, - 30mg | 20, - 40mg | 21, - 60mg | 22, - 80mg | 23, ------------------------- | 24, Liquid - 5mg / 5ml",,,,,,"[opioiduseafudrug2nm] = '2'",,,,,,
opioiduseafu_meddosecodeine2,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.2 What is the dose of your Codeine (Tylenol 3, Tylenol 4)?
","1, Tablets with acetaminophen - 15mg / 300mg | 2, Tablets with acetaminophen - 30mg / 300mg | 3, Tablets with acetaminophen - 60mg / 300mg | 4, Liquid - 12mg / 120mg per 5ml | 5, Tylenol 3 | 6, Tylenol 4",,,,,,"[opioiduseafudrug2nm] = '3'",,,,,,
opioiduseafu_meddosetram2,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.2 What is the dose of your Tramadol (Ultram, Ultracet)?
","1, 50mg | 2, 100mg | 3, 150mg | 4, 200mg | 5, 300mg",,,,,,"[opioiduseafudrug2nm] = '4'",,,,,,
opioiduseafu_meddosehydrom2,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.2 What is the dose of your Hydromorphone (Dilaudid)?
","1, Tablets immediate release - 2mg | 2, Tablets immediate release - 4mg | 3, Tablets immediate release - 8mg | 4, Tablets immediate release - 12mg | 5, Tablets immediate release - 16mg | 6, Tablets immediate release - 32mg | 7, Liquid - 5mg / 5ml",,,,,,"[opioiduseafudrug2nm] = '5'",,,,,,
opioiduseafu_meddosemorph2,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.2 What is the dose of your Morphine (MS Contin, MS IR)?
","1, Tablets immediate release | 2, - 15mg | 3, - 30mg | 4, ------------------------------------- | 5, Tablets extended release | 6, - 15mg | 7, - 30mg | 8, - 60mg | 9, - 100mg | 10, - 200mg | 11, ------------------------------- | 12, Liquid - 10mg / 5ml",,,,,,"[opioiduseafudrug2nm] = '6'",,,,,,
opioiduseafu_meddosetapen2,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.2 What is the dose of your Tapentadol (Nucynta)?
","1, Tablets immediate release | 2, - 50mg | 3, - 75mg | 4, - 100mg | 5, -------------------------------------- | 6, Tablets extended release | 7, - 50mg | 8, - 100mg | 9, - 150mg | 10, - 200mg | 11, - 250mg",,,,,,"[opioiduseafudrug2nm] = '7'",,,,,,
opioiduseafu_meddosemetha2,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.2 What is the dose of your Methadone?
","1, Tablets - 5mg | 2, Tablets - 10mg | 3, Liquid - 10mg/ml",,,,,,"[opioiduseafudrug2nm] = '8'",,,,,,
opioiduseafu_meddosefenta2,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.2 What is the dose of your Fentanyl (Duragesic)?
","1, Patch - 12mcg | 2, Patch - 25mcg | 3, Patch - 50mcg | 4, Patch - 75mcg | 5, Patch - 100mcg",,,,,,"[opioiduseafudrug2nm] = '9'",,,,,,
opioiduseafudrug2quanta,opioid_use_acute_followup_v10_opioid_use_ii,,text,"4.2 Over the past week, how many pills did you take in total?",,,integer,,,,"[opioiduseafu_meddosehydroc2] = '1' or [opioiduseafu_meddosehydroc2] = '2' or [opioiduseafu_meddosehydroc2] = '3' or [opioiduseafu_meddoseoxy2] = '2' or [opioiduseafu_meddoseoxy2] = '3' or [opioiduseafu_meddoseoxy2] = '4' or [opioiduseafu_meddoseoxy2] = '5' or [opioiduseafu_meddoseoxy2] = '8' or [opioiduseafu_meddoseoxy2] = '9' or [opioiduseafu_meddoseoxy2] = '10' or [opioiduseafu_meddoseoxy2] = '11' or [opioiduseafu_meddoseoxy2] = '12' or [opioiduseafu_meddoseoxy2] = '13' or [opioiduseafu_meddoseoxy2] = '16' or [opioiduseafu_meddoseoxy2] = '17' or [opioiduseafu_meddoseoxy2] = '18' or [opioiduseafu_meddoseoxy2] = '19' or [opioiduseafu_meddoseoxy2] = '20' or [opioiduseafu_meddoseoxy2] = '21' or [opioiduseafu_meddoseoxy2] = '22' or [opioiduseafu_meddosecodeine2] = '1' or [opioiduseafu_meddosecodeine2] = '2' or [opioiduseafu_meddosecodeine2] = '3' or [opioiduseafu_meddosecodeine2] = '5' or [opioiduseafu_meddosecodeine2] = '6' or [opioiduseafu_meddosetram2] <> """" or [opioiduseafu_meddosehydrom2] = '1' or [opioiduseafu_meddosehydrom2] = '2' or [opioiduseafu_meddosehydrom2] = '3' or [opioiduseafu_meddosehydrom2] = '4' or [opioiduseafu_meddosehydrom2] = '5' or [opioiduseafu_meddosehydrom2] = '6' or [opioiduseafu_meddosemorph2] = '2' or [opioiduseafu_meddosemorph2] = '3' or [opioiduseafu_meddosemorph2] = '6' or [opioiduseafu_meddosemorph2] = '7' or [opioiduseafu_meddosemorph2] = '8' or [opioiduseafu_meddosemorph2] = '9' or [opioiduseafu_meddosemorph2] = '10' or [opioiduseafu_meddosetapen2] = '2' or [opioiduseafu_meddosetapen2] = '3' or [opioiduseafu_meddosetapen2] = '4' or [opioiduseafu_meddosetapen2] = '7' or [opioiduseafu_meddosetapen2] = '8' or [opioiduseafu_meddosetapen2] = '9' or [opioiduseafu_meddosetapen2] = '10' or [opioiduseafu_meddosetapen2] = '11' or [opioiduseafu_meddosemetha2] = '1' or [opioiduseafu_meddosemetha2] = '2'",,,,,,
opioiduseafudrug2quantb,opioid_use_acute_followup_v10_opioid_use_ii,,text,"4.2 Over the past week, how many teaspoons (1 teaspoon = 5 mL) did you take in total?",,,integer,,,,"[opioiduseafu_meddosehydroc2] = '4' or [opioiduseafu_meddoseoxy2] = '24' or [opioiduseafu_meddosecodeine2] = '4' or [opioiduseafu_meddosehydrom2] = '7' or [opioiduseafu_meddosemorph2] = '12' or [opioiduseafu_meddosemetha2] = '3'",,,,,,
opioiduseafudrug2quantc,opioid_use_acute_followup_v10_opioid_use_ii,,text,"4.2 Over the past week, how many patches did you apply?",,,integer,,,,"[opioiduseafu_meddosefenta2] = '1' or [opioiduseafu_meddosefenta2] = '2' or [opioiduseafu_meddosefenta2] = '3' or [opioiduseafu_meddosefenta2] = '4' or [opioiduseafu_meddosefenta2] = '5'",,,,,,
opioiduseafuotherdrug2nm,opioid_use_acute_followup_v10_opioid_use_ii,,text,"2.2.a The name of other opioid medication",,,,,,,"[opioiduseafudrug2nm] = '10'",,,,,,
opioiduseafudose_oth2,opioid_use_acute_followup_v10_opioid_use_ii,,text,"2.2.b The dose of other opioid medication",,,,,,,"[opioiduseafudrug2nm] = '10'",,,,,,
opioiduseafud2other,opioid_use_acute_followup_v10_opioid_use_ii,,radio,"5.2 Are you currently taking other opioid pain medications?","1, Yes | 0, No",,,,,,"[opioiduseafudrug2nm] <> """"",,RH,,,,
opioiduseafu_dt_3,opioid_use_acute_followup_v10_opioid_use_ii,,descriptive,"Medication #3",,,,,,,"[opioiduseafud2other] = '1'",,,,,,
opioiduseafudrug3nm,opioid_use_acute_followup_v10_opioid_use_ii,,radio,"2.3 What is the name of the opioid medication?","1, Hydrocodone (Vicodin, Norco) | 2, Oxycodone (Percocet, Oxycontin) | 3, Codeine (Tylenol 3, Tylenol 4) | 4, Tramadol (Ultram, Ultracet) | 5, Hydromorphone (Dilaudid) | 6, Morphine (MS Contin, MS IR) | 7, Tapentadol (Nucynta) | 8, Methadone | 9, Fentanyl (Duragesic) | 10, Other",,,,,,"[opioiduseafud2other] = '1'",,,,,,
opioiduseafu_meddosehydroc3,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.3 What is the dose of your Hydrocodone (Vicodin, Norco)?
","1, Tablets with acetaminophen - 5mg / 325mg | 2, Tablets with acetaminophen - 7.5mg / 325mg | 3, Tablets with acetaminophen - 10mg / 325mg | 4, Liquid - 7.5mg/500mg per 15ml",,,,,,"[opioiduseafudrug3nm] = '1'",,,,,,
opioiduseafu_meddoseoxy3,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.3 What is the dose of your Oxycodone (Percocet, Oxycontin)?
","1, Tablets with acetaminophen | 2, - 2.5mg / 325mg | 3, - 5mg / 325mg | 4, - 7.5mg / 325mg | 5, - 10mg / 325mg | 6, ------------------------ | 7, Tablets immediate release | 8, - 5mg | 9, - 7.5mg | 10, - 10mg | 11, - 15mg | 12, - 20mg | 13, - 30mg | 14, ------------------------ | 15, Tablets extended release | 16, - 10mg | 17, - 15mg | 18, - 20mg | 19, - 30mg | 20, - 40mg | 21, - 60mg | 22, - 80mg | 23, ------------------------- | 24, Liquid - 5mg / 5ml",,,,,,"[opioiduseafudrug3nm] = '2'",,,,,,
opioiduseafu_meddosecodeine3,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.3 What is the dose of your Codeine (Tylenol 3, Tylenol 4)?
","1, Tablets with acetaminophen - 15mg / 300mg | 2, Tablets with acetaminophen - 30mg / 300mg | 3, Tablets with acetaminophen - 60mg / 300mg | 4, Liquid - 12mg / 120mg per 5ml | 5, Tylenol 3 | 6, Tylenol 4",,,,,,"[opioiduseafudrug3nm] = '3'",,,,,,
opioiduseafu_meddosetram3,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.3 What is the dose of your Tramadol (Ultram, Ultracet)?
","1, 50mg | 2, 100mg | 3, 150mg | 4, 200mg | 5, 300mg",,,,,,"[opioiduseafudrug3nm] = '4'",,,,,,
opioiduseafu_meddosehydrom3,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.3 What is the dose of your Hydromorphone (Dilaudid)?
","1, Tablets immediate release - 2mg | 2, Tablets immediate release - 4mg | 3, Tablets immediate release - 8mg | 4, Tablets immediate release - 12mg | 5, Tablets immediate release - 16mg | 6, Tablets immediate release - 32mg | 7, Liquid - 5mg / 5ml",,,,,,"[opioiduseafudrug3nm] = '5'",,,,,,
opioiduseafu_meddosemorph3,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.3 What is the dose of your Morphine (MS Contin, MS IR)?
","1, Tablets immediate release | 2, - 15mg | 3, - 30mg | 4, ------------------------------------- | 5, Tablets extended release | 6, - 15mg | 7, - 30mg | 8, - 60mg | 9, - 100mg | 10, - 200mg | 11, ------------------------------- | 12, Liquid - 10mg / 5ml",,,,,,"[opioiduseafudrug3nm] = '6'",,,,,,
opioiduseafu_meddosetapen3,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.3 What is the dose of your Tapentadol (Nucynta)?
","1, Tablets immediate release | 2, - 50mg | 3, - 75mg | 4, - 100mg | 5, -------------------------------------- | 6, Tablets extended release | 7, - 50mg | 8, - 100mg | 9, - 150mg | 10, - 200mg | 11, - 250mg",,,,,,"[opioiduseafudrug3nm] = '7'",,,,,,
opioiduseafu_meddosemetha3,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.3 What is the dose of your Methadone?
","1, Tablets - 5mg | 2, Tablets - 10mg | 3, Liquid - 10mg/ml",,,,,,"[opioiduseafudrug3nm] = '8'",,,,,,
opioiduseafu_meddosefenta3,opioid_use_acute_followup_v10_opioid_use_ii,,dropdown,"3.3 What is the dose of your Fentanyl (Duragesic)?
","1, Patch - 12mcg | 2, Patch - 25mcg | 3, Patch - 50mcg | 4, Patch - 75mcg | 5, Patch - 100mcg",,,,,,"[opioiduseafudrug3nm] = '9'",,,,,,
opioiduseafudrug3quanta,opioid_use_acute_followup_v10_opioid_use_ii,,text,"4.3 Over the past week, how many pills did you take in total?",,,integer,,,,"[opioiduseafu_meddosehydroc3] = '1' or [opioiduseafu_meddosehydroc3] = '2' or [opioiduseafu_meddosehydroc3] = '3' or [opioiduseafu_meddoseoxy3] = '2' or [opioiduseafu_meddoseoxy3] = '3' or [opioiduseafu_meddoseoxy3] = '4' or [opioiduseafu_meddoseoxy3] = '5' or [opioiduseafu_meddoseoxy3] = '8' or [opioiduseafu_meddoseoxy3] = '9' or [opioiduseafu_meddoseoxy3] = '10' or [opioiduseafu_meddoseoxy3] = '11' or [opioiduseafu_meddoseoxy3] = '12' or [opioiduseafu_meddoseoxy3] = '13' or [opioiduseafu_meddoseoxy3] = '16' or [opioiduseafu_meddoseoxy3] = '17' or [opioiduseafu_meddoseoxy3] = '18' or [opioiduseafu_meddoseoxy3] = '19' or [opioiduseafu_meddoseoxy3] = '20' or [opioiduseafu_meddoseoxy3] = '21' or [opioiduseafu_meddoseoxy3] = '22' or [opioiduseafu_meddosecodeine3] = '1' or [opioiduseafu_meddosecodeine3] = '2' or [opioiduseafu_meddosecodeine3] = '3' or [opioiduseafu_meddosecodeine3] = '5' or [opioiduseafu_meddosecodeine3] = '6' or [opioiduseafu_meddosetram3] <> """" or [opioiduseafu_meddosehydrom3] = '1' or [opioiduseafu_meddosehydrom3] = '2' or [opioiduseafu_meddosehydrom3] = '3' or [opioiduseafu_meddosehydrom3] = '4' or [opioiduseafu_meddosehydrom3] = '5' or [opioiduseafu_meddosehydrom3] = '6' or [opioiduseafu_meddosemorph3] = '2' or [opioiduseafu_meddosemorph3] = '3' or [opioiduseafu_meddosemorph3] = '6' or [opioiduseafu_meddosemorph3] = '7' or [opioiduseafu_meddosemorph3] = '8' or [opioiduseafu_meddosemorph3] = '9' or [opioiduseafu_meddosemorph3] = '10' or [opioiduseafu_meddosetapen3] = '2' or [opioiduseafu_meddosetapen3] = '3' or [opioiduseafu_meddosetapen3] = '4' or [opioiduseafu_meddosetapen3] = '7' or [opioiduseafu_meddosetapen3] = '8' or [opioiduseafu_meddosetapen3] = '9' or [opioiduseafu_meddosetapen3] = '10' or [opioiduseafu_meddosetapen3] = '11' or [opioiduseafu_meddosemetha3] = '1' or [opioiduseafu_meddosemetha3] = '2'",,,,,,
